Sampling Location,Sample Date,Top Sample Temperature (ºC),Winkler Method Top Dissolved Oxygen (mg/L),Top Salinity  (psu),Top PH,Secchi Depth (ft),Top Active Chlorophyll 'A' (µg/L),Total Phosphorus(mg/L),Top Ammonium (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Top Nitrate/Nitrite (mg/L)
N16,2017-08-02,23.92,8.62,26.62,8.06,4.0,29.2,0.082,0.026,0.356,0.117
N16,2017-08-09,21.97,7.13,29.27,8.07,5.0,1.76,0.019,0.096,0.233,0.018
N16,2017-08-23,21.47,6.04,30.67,7.99,5.5,14.4,0.022,0.048,0.295,0.024
N16,2017-09-06,,,,,,,,,,
N16,2017-09-13,19.5,8.55,30.39,8.06,5.0,22.3,0.074,0.045,0.44,0.018
N16,2017-09-21,21.35,,30.27,8.0,4.5,6.31,0.041,0.102,0.274,0.018
N16,2017-09-26,,,,,,,,,,
N16,2018-06-06,16.0,6.84,29.82,7.75,5.5,0.852,0.038,0.053,0.302,0.055
N16,2018-06-13,,,,,,,,,,
N16,2018-06-20,16.76,8.2,30.11,7.77,7.5,7.19,0.034,0.121,0.314,0.018
N16,2018-07-02,22.06,9.82,29.03,8.05,4.0,14.2,0.067,0.063,0.161,0.018
N16,2018-07-10,21.14,6.13,29.42,7.66,10.0,2.48,0.142,0.153,0.638,0.037
N16,2018-07-18,20.95,8.04,30.26,7.75,7.5,7.88,0.032,0.021,0.333,0.018
N16,2018-07-31,23.42,9.18,29.08,8.06,4.0,27.7,0.056,0.021,0.559,0.018
N16,2018-08-08,23.73,6.03,27.94,7.76,3.5,23.6,0.143,0.1,0.565,0.047
N16,2018-09-19,22.84,6.7,29.48,7.97,5.5,5.51,0.122,0.171,0.379,0.086
N16,2019-07-08,22.4821,7.69,29.7483,8.04,8.5,2.78,0.053,0.045,0.302,0.019
N16,2019-07-15,19.8403,6.97,29.5484,7.85,10.0,3.34,0.116,0.116,0.687,0.021
N16,2019-07-22,19.0798,7.09,30.3958,7.98,5.0,5.11,0.035,0.101,0.42,0.019
N16,2019-07-29,23.98045,5.64,28.16995,7.8,4.0,9.58,0.114,0.16,0.868,0.019
N16,2019-08-06,23.5904,7.66,30.01625,8.15,5.5,4.34,0.061,0.066,0.444,0.019
N16,2019-08-12,22.3142,6.07,27.92785,7.81,6.0,5.64,0.101,0.113,0.771,0.066
N16,2019-08-19,24.03985,7.9,30.0767,8.1,4.0,13.1,0.031,0.074,0.422,0.019
N16,2019-09-04,22.32725,7.03,30.45305,8.07,9.0,12.2,0.053,0.068,0.246,0.019
N16,2019-09-09,21.6388,6.69,28.91385,7.98,6.0,12.3,0.114,0.281,0.695,0.079
N16,2019-09-16,,,,,,,,,,
N16,2019-09-23,,,,,,,,,,
N16,2019-09-30,,,,,,,,,,
N16,2020-06-01,16.51,8.97,28.91,8.11,5.5,6.49,0.091,0.095,0.743,0.019
N16,2020-06-15,16.86,8.7,29.97,7.97,7.0,6.58,0.071,0.051,0.574,0.019
N16,2020-06-29,20.96,7.27,29.98,7.96,7.0,10.0,0.13,0.131,0.434,0.019
N16,2020-07-13,25.56,5.69,28.74,7.82,,18.8,0.142,0.232,0.996,0.067
N16,2020-07-27,21.25,6.0,30.48,7.92,5.5,3.82,0.053,0.045,0.452,0.019
N16,2020-08-10,23.86,8.5,29.66,8.1,4.0,63.4,0.117,0.045,0.396,0.019
N16,2020-08-19,23.51,7.24,30.73,8.1,4.5,4.33,0.053,0.045,0.381,0.019
N16,2020-08-24,22.91,6.4,30.7,8.04,5.0,5.8,0.053,0.045,0.521,0.019
N16,2020-08-31,19.56,5.83,30.89,7.9,6.5,11.2,0.053,0.068,0.364,0.023
N16,2020-09-24,19.21,8.13,30.01,8.13,5.5,13.1,0.089,0.054,0.52,0.067
N16,2020-09-28,,,,,,,,,,
N16,2021-07-21,22.51,7.44,29.15,7.87,8.5,4.84,0.087,0.33,0.531,0.054
N16,2021-07-26,,,,,,,,,,
N16,2021-08-02,20.99,6.81,28.89,7.88,8.5,14.5,0.113,0.065,0.438,0.03
N16,2021-08-09,22.36,8.5,29.1,8.11,7.0,6.4,0.053,0.073,0.472,0.05
N16,2021-08-25,23.0,9.5,29.79,8.05,5.5,6.0,0.121,0.079,0.506,0.019
N16,2021-08-30,22.7,6.29,27.56,7.92,7.0,2.6,0.107,0.135,0.331,0.064
N16,2021-09-09,,,,,,,,,,
N16,2021-09-13,,,,,,,,,,
N16,2021-09-21,,,,,,,,,,
N16,2021-09-27,,,,,,,,,,
N16,2022-06-06,19.0,11.31,30.12,7.89,6.0,6.2,0.058,0.18,0.767,0.019
N16,2022-06-13,16.62,8.44,30.34,7.9,10.0,2.4,0.107,0.076,1.011,0.019
N16,2022-06-21,15.36,8.04,30.72,7.87,8.5,14.8,0.067,0.239,0.484,0.048
N16,2022-06-28,18.42,8.82,30.48,8.01,6.5,6.1,0.053,0.045,0.731,0.019
N16,2022-07-11,22.75,6.77,30.53,8.13,7.0,5.6,0.075,0.13,0.894,0.019
N16,2022-07-19,23.25,8.38,30.99,7.96,6.0,22.36,0.069,0.139,0.467,0.033
N16,2022-07-26,20.21,6.95,31.05,8.24,6.5,11.08,0.097,0.099,0.741,0.139
N16,2022-08-01,20.82,6.37,31.3,7.67,8.5,7.4,0.07,0.192,0.549,0.019
N16,2022-08-08,23.54955,7.27,30.81205,7.81,3.0,26.2,0.163,0.19,1.234,0.023
N16,2022-08-15,21.38,9.47,31.89,8.0,8.0,5.3,0.076,0.081,0.625,0.019
N16,2022-08-22,,,,,,,,,,
N16,2022-08-29,24.36,11.5,30.94,7.97,5.0,32.6,0.096,0.056,0.625,0.033
N16,2022-09-08,,,,,,,,,,
N16,2022-09-12,23.27,6.91,31.34,8.08,8.5,31.04,0.053,0.129,0.738,0.138
N16,2022-09-20,22.42,6.22,29.87,7.93,6.0,27.0,0.167,0.263,1.024,0.188
N16,2022-09-28,16.57,7.63,31.71,7.96,8.0,21.9,0.086,0.103,0.58,0.131
N16,2023-06-05,17.6971,8.09,30.6315,8.07,8.0,6.1,0.053,0.076,0.184,0.019
N16,2023-06-13,,,,,,,,,,
N16,2023-06-28,20.7954,6.5,29.6108,7.97,11.0,6.2,0.311,0.119,1.396,0.032
N16,2023-07-10,,,,,,,,,,
N16,2023-07-17,24.3994,5.59,30.0767,7.96,6.0,9.9,0.057,0.152,0.293,0.019
N16,2023-07-24,22.6478,6.55,30.1528,7.88,4.5,46.4,0.106,0.079,0.864,0.019
N16,2023-07-31,20.5141,4.67,30.5111,7.97,7.5,9.7,0.092,0.321,0.47,0.044
N16,2023-08-14,19.7084,4.73,29.8572,8.05,8.0,21.2,0.082,0.183,0.373,0.045
N16,2023-08-21,21.7929,6.59,29.5474,8.17,4.0,49.6,0.053,0.045,0.094,0.035
N16,2023-08-28,,,,,,,,,,
N16,2023-09-05,21.9046,7.81,29.7241,8.15,8.5,30.8,0.053,0.081,0.142,0.036
N16,2023-09-11,23.4616,8.16,29.3573,8.19,6.5,5.4,0.098,0.134,0.873,0.031
N16,2024-06-03,15.3898,7.5,28.75055,7.82,11.0,2.1,0.066,0.22,0.58,0.09
N16,2024-06-11,15.87555,8.29,28.8629,7.82,9.5,2.4,0.67,0.045,0.727,0.037
N16,2024-06-20,17.86055,7.17,28.59305,7.86,10.5,3.0,0.053,0.451,0.431,0.031
N16,2024-06-25,12.5052,6.89,30.45215,7.87,8.5,2.2,0.027,0.089,0.14,0.09
N16,2024-07-02,18.2745,6.38,28.91195,7.78,11.5,1.6,0.068,0.12,0.18,0.09
N16,2024-07-23,22.8041,7.37,28.96175,8.12,7.5,2.9,0.053,0.07,0.555,0.019
N16,2024-08-06,21.83555,8.05,29.7286,8.06,6.0,23.0,0.076,0.045,0.549,0.019
N16,2024-08-13,21.1656,7.38,29.896,8.02,9.0,7.5,0.053,0.063,0.528,0.03
N16,2024-08-27,21.33245,6.65,28.97265,7.98,7.0,16.6,0.148,0.045,0.486,0.042
N16,2024-09-04,21.5652,7.61,30.0543,8.13,6.0,11.4,0.053,0.045,0.534,0.019
N16,2024-09-10,20.83455,7.01,29.86845,8.04,4.5,,,,,
