Sampling Location,Sample Date,Top Sample Temperature (ºC),Winkler Method Top Dissolved Oxygen (mg/L),Top Salinity  (psu),Top PH,Secchi Depth (ft),Top Active Chlorophyll 'A' (µg/L),Total Phosphorus(mg/L),Top Ammonium (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Top Nitrate/Nitrite (mg/L)
J5,2015-06-02,18.58,7.28,27.78,7.96,4.0,2.92,0.169,0.191,0.588,0.122
J5,2015-06-11,20.04,9.48,28.82,8.15,2.5,50.0,0.178,0.086,0.923,0.018
J5,2015-06-18,22.24,7.07,27.9,7.84,3.5,28.9,0.211,0.235,0.524,0.018
J5,2015-06-25,24.17,11.13,28.1,8.22,2.5,58.9,0.23,0.212,0.51,0.018
J5,2015-06-30,23.32,8.97,27.13,8.08,2.5,55.7,0.321,0.084,0.879,0.039
J5,2015-07-09,23.92,6.92,28.1,7.82,4.0,15.0,0.155,0.143,0.442,0.05
J5,2015-07-23,25.26,11.07,27.68,8.25,2.0,62.6,0.275,0.038,0.685,0.018
J5,2015-07-28,26.19,9.07,27.29,8.12,3.0,46.6,0.334,0.051,0.862,0.018
J5,2015-08-06,25.72,6.14,28.17,7.95,3.0,30.8,0.088,0.67,0.54,0.018
J5,2015-08-12,24.79,5.9,28.14,7.67,3.0,23.2,0.282,0.442,0.634,0.068
J5,2015-08-20,,,,,,,,,,
J5,2015-08-25,26.24,5.2,28.3,7.69,3.0,13.0,0.225,0.177,0.703,0.053
J5,2015-09-03,25.92,5.41,28.54,7.58,2.5,17.2,0.278,0.281,0.988,0.089
J5,2015-09-09,25.59,6.55,28.58,7.61,2.5,19.4,0.283,0.203,0.944,0.206
J5,2015-09-17,23.47,5.39,28.13,7.5,3.0,16.7,0.248,0.419,0.967,0.185
J5,2015-09-24,21.84,6.56,28.09,7.53,3.5,19.7,0.29,0.278,0.936,0.234
J5,2016-06-02,,8.72,,8.14,3.0,52.8,0.19,0.17,0.8,0.08
J5,2016-06-15,,9.69,,7.92,3.0,23.6,0.19,0.03,0.59,0.05
J5,2016-06-22,22.84,6.81,28.09,8.17,3.5,23.1,0.2,0.14,0.5,0.02
J5,2016-06-29,23.51,8.22,28.95,7.95,3.0,18.2,0.2,0.05,0.43,0.04
J5,2016-07-07,24.77,5.74,28.32,7.9,3.0,20.5,0.24,0.08,0.68,0.02
J5,2016-07-13,24.65,7.42,28.7,7.78,3.0,51.2,0.21,0.04,0.43,0.07
J5,2016-07-20,26.21,6.45,28.09,7.82,3.0,32.0,0.31,0.13,0.67,0.06
J5,2016-08-03,25.93,7.63,27.45,7.79,3.0,41.6,0.29,0.19,0.59,0.07
J5,2016-08-09,26.19,8.45,28.06,7.99,2.0,37.8,0.23,0.09,0.62,0.03
J5,2016-08-16,28.55,4.62,27.86,7.72,2.0,37.3,0.3,0.21,0.84,0.05
J5,2016-08-23,26.06,5.14,28.28,7.64,3.0,14.5,0.34,0.3,0.93,0.08
J5,2016-08-30,26.03,7.13,28.5,7.87,2.0,35.7,0.28,0.09,1.0,0.14
J5,2016-09-08,23.8,6.94,28.69,7.76,3.0,27.4,0.29,0.28,1.16,0.17
J5,2016-09-14,23.83,5.72,28.69,7.76,3.5,21.8,0.26,0.34,0.94,0.2
J5,2016-09-21,23.37,5.3,28.71,7.74,4.5,12.8,0.21,0.32,0.8,0.21
J5,2016-09-28,21.5,5.82,28.49,7.81,3.5,20.4,0.27,0.23,0.77,0.24
J5,2017-06-07,17.86,6.65,25.6,7.86,5.0,9.36,0.19,0.602,0.877,0.187
J5,2017-06-14,22.29,10.02,26.02,8.23,3.5,64.7,0.162,0.077,0.647,0.07
J5,2017-06-21,23.64,8.12,25.19,8.22,2.5,28.7,0.222,0.121,0.634,0.036
J5,2017-06-28,21.01,8.53,27.74,8.24,4.0,20.9,0.158,0.076,0.531,0.019
J5,2017-07-12,25.56,6.86,26.48,7.98,3.5,21.3,0.302,0.155,0.527,0.049
J5,2017-07-19,26.61,9.7,26.42,8.26,2.0,50.9,0.31,0.175,0.803,0.018
J5,2017-07-26,24.87,5.32,26.85,7.84,4.0,16.7,0.284,0.152,0.443,0.03
J5,2017-08-02,25.02,7.36,26.78,7.99,2.0,70.0,0.298,0.028,0.667,0.028
J5,2017-08-09,24.41,5.59,26.55,7.79,3.0,24.0,0.254,0.223,0.63,0.039
J5,2017-08-23,25.97,8.69,26.56,7.97,2.5,67.4,0.296,0.097,0.658,0.111
J5,2017-09-06,21.85,6.42,26.69,7.95,4.0,19.3,0.254,0.255,0.49,0.157
J5,2017-09-13,21.45,11.7,27.35,8.18,3.5,58.4,0.227,0.067,0.728,0.13
J5,2017-09-21,22.26,,27.24,7.73,5.0,12.9,0.131,0.267,0.627,0.151
J5,2017-09-26,23.64,,27.68,7.87,3.0,32.0,0.167,0.276,0.674,0.191
J5,2018-06-06,20.17,8.88,25.61,7.93,3.0,28.5,0.221,0.066,0.78,0.196
J5,2018-06-13,20.36,9.96,25.6,8.16,5.0,24.4,0.138,0.137,0.46,0.026
J5,2018-06-20,22.47,8.65,27.07,8.01,4.0,12.8,0.164,0.128,0.529,0.032
J5,2018-07-02,25.48,7.4,26.68,7.82,4.0,28.6,0.744,0.151,0.483,0.046
J5,2018-07-10,25.5,8.04,26.42,7.9,2.5,35.6,0.373,0.068,0.835,0.029
J5,2018-07-18,25.84,7.58,27.07,7.86,2.5,40.8,0.279,0.067,0.551,0.021
J5,2018-07-31,26.39,6.96,26.29,7.9,2.5,29.2,0.252,0.088,0.548,0.018
J5,2018-08-08,27.48,5.78,26.57,7.79,2.0,38.9,0.344,0.076,0.783,0.05
J5,2018-09-05,,,,8.58,,59.2,0.268,0.052,0.709,0.043
J5,2018-09-19,23.73,6.58,27.24,7.68,3.0,20.2,0.266,0.488,0.94,0.2
J5,2019-06-04,,,,8.13,,32.8,0.217,0.424,0.949,0.059
J5,2019-06-18,,,,7.94,,8.08,0.167,0.116,0.451,0.066
J5,2019-07-08,24.6022,6.32,26.1365,7.82,4.5,15.0,0.227,0.109,0.433,0.062
J5,2019-07-15,26.31,9.08,25.567,8.21,2.5,42.2,0.289,0.062,0.68,0.019
J5,2019-07-22,28.32655,8.06,26.27535,8.17,2.5,28.2,0.255,0.135,0.654,0.019
J5,2019-07-29,27.4627,7.31,24.57215,8.11,2.0,52.9,0.306,0.074,0.696,0.019
J5,2019-08-06,25.6173,4.9,27.27765,7.71,3.0,23.6,0.267,0.127,0.745,0.025
J5,2019-08-12,25.56995,5.63,25.8325,7.75,2.5,20.2,0.306,0.175,0.822,0.115
J5,2019-08-19,26.2008,5.25,26.65715,7.66,4.0,34.5,0.266,0.31,0.706,0.139
J5,2019-08-29,,,,7.59,,44.7,0.221,0.384,0.662,0.124
J5,2019-09-04,23.89875,6.4,27.7709,7.85,4.0,19.8,0.14,0.31,0.439,0.127
J5,2019-09-09,22.33905,6.52,26.9059,7.77,4.5,30.3,0.245,0.358,0.871,0.168
J5,2019-09-16,22.7375,6.62,27.15555,7.78,4.5,35.4,0.207,0.397,2.08,0.219
J5,2019-09-23,22.01315,8.39,27.7797,8.01,4.0,21.6,0.211,0.303,0.525,0.233
J5,2019-09-30,21.61825,6.0,27.69105,7.83,5.0,24.1,0.228,0.343,0.826,0.223
J5,2020-06-01,18.97,10.04,26.53,8.4,3.0,20.6,0.147,0.045,0.61,0.019
J5,2020-06-15,21.35,10.7,26.93,8.27,3.0,39.6,0.228,0.051,1.345,0.019
J5,2020-06-29,24.99,5.87,27.19,8.03,4.0,18.0,0.342,0.117,0.655,0.029
J5,2020-07-13,26.27,4.83,27.22,7.72,4.0,27.8,0.316,0.106,0.99,0.098
J5,2020-07-27,27.3,4.23,27.06,7.71,3.5,11.5,0.344,0.149,0.78,0.067
J5,2020-08-10,26.03,5.89,27.71,7.87,2.5,68.7,0.271,0.085,0.701,0.025
J5,2020-08-19,24.88,4.68,26.88,7.65,3.5,13.3,0.29,0.332,0.741,0.058
J5,2020-08-24,25.44,5.3,28.14,7.78,2.5,16.2,0.226,0.236,1.146,0.079
J5,2020-08-31,24.16,6.15,4.82,7.8,3.0,16.3,0.283,0.323,0.75,0.114
J5,2020-09-24,19.22,8.53,27.54,7.95,5.0,17.2,0.218,0.214,0.719,0.182
J5,2020-09-28,20.23,7.2,27.81,7.85,5.5,10.7,0.234,0.296,0.71,0.207
J5,2021-06-09,,,,7.72,,20.0,0.206,0.152,0.551,0.053
J5,2021-07-13,,,,7.61,,28.0,0.411,0.137,1.009,0.046
J5,2021-07-21,26.93,7.6,26.25,8.07,4.0,78.4,0.377,0.214,0.883,0.019
J5,2021-07-26,25.41,6.12,26.95,7.85,3.5,21.8,0.257,0.129,0.562,0.039
J5,2021-08-02,24.04,6.24,26.98,7.96,3.5,33.8,0.322,0.047,0.543,0.021
J5,2021-08-09,23.8,5.51,26.78,7.73,5.0,7.8,0.233,0.238,0.712,0.081
J5,2021-08-25,25.93,5.16,24.59,7.58,3.0,9.0,0.278,0.329,0.847,0.156
J5,2021-08-30,24.47095,5.69,25.5017,7.62,4.5,5.968,0.257,0.46,0.795,0.14
J5,2021-09-09,23.24,7.24,25.25,7.71,4.0,25.7,0.216,0.407,0.841,0.167
J5,2021-09-13,22.57,6.78,25.76,7.71,4.5,8.4,0.21,0.375,0.881,0.19
J5,2021-09-21,23.27,7.58,25.66,7.85,5.0,18.4,0.228,0.246,0.61,0.198
J5,2021-09-27,21.44,7.33,26.44,8.0,4.0,22.4,0.196,0.213,0.562,0.194
J5,2022-06-06,21.46,11.3,26.99,8.19,3.5,25.4,0.194,0.252,0.699,0.019
J5,2022-06-13,22.55,7.78,26.4,8.18,4.0,39.8,0.276,0.1,0.85,0.024
J5,2022-06-21,20.73,6.73,27.2,7.76,4.0,12.5,0.254,0.104,0.643,0.059
J5,2022-06-28,22.96,8.11,26.64,7.86,2.5,16.0,0.246,0.331,0.784,0.046
J5,2022-07-11,24.62,5.99,27.75,7.73,4.0,15.6,0.353,0.122,0.829,0.032
J5,2022-07-19,25.68,6.01,28.89,7.89,3.0,15.12,0.287,0.182,0.673,0.053
J5,2022-07-26,26.88,9.62,26.94,8.08,2.0,102.0,0.443,0.064,1.12,0.019
J5,2022-08-01,25.61,4.5,28.19,7.71,3.5,17.5,0.25,0.258,0.717,0.043
J5,2022-08-08,27.37805,5.17,28.3546,7.75,3.0,24.5,0.401,0.312,1.011,0.064
J5,2022-08-15,24.58,5.23,29.47,7.8,3.5,67.84,0.282,0.21,0.946,0.083
J5,2022-08-22,25.4,7.68,29.05,7.78,3.5,47.6,0.3,0.154,0.893,0.092
J5,2022-08-29,26.18,5.01,29.3,7.64,3.0,119.0,0.317,0.199,0.937,0.117
J5,2022-09-08,24.11,5.86,28.94,7.49,4.0,65.44,0.263,0.341,0.694,0.215
J5,2022-09-12,23.92,5.94,29.06,7.67,3.0,22.72,0.268,0.395,0.884,0.167
J5,2022-09-20,23.22,5.88,28.58,7.86,4.0,60.3,0.3,0.373,0.822,0.266
J5,2022-09-28,19.13,5.97,28.85,7.79,5.0,27.4,0.316,0.42,1.339,0.29
J5,2023-06-05,19.3826,7.32,26.6363,8.16,4.5,31.1,0.201,0.088,0.483,0.044
J5,2023-06-13,20.6763,6.98,26.8913,8.22,5.5,25.4,0.268,0.092,0.85,0.038
J5,2023-06-28,22.6826,8.41,27.2685,8.19,3.5,74.8,0.565,0.045,1.642,0.039
J5,2023-07-10,26.1256,4.56,27.7613,7.98,3.0,11.1,0.369,0.077,0.494,0.062
J5,2023-07-17,27.5684,5.2,26.8998,7.9,3.0,25.5,0.358,0.153,0.576,0.062
J5,2023-07-24,,5.57,,7.87,3.0,88.0,0.463,0.104,1.487,0.067
J5,2023-07-31,26.9162,6.41,26.4546,8.19,2.0,160.0,0.31,0.109,0.664,0.019
J5,2023-08-14,25.0142,6.22,26.879,8.14,3.0,224.0,0.236,0.153,0.731,0.052
J5,2023-08-21,24.5579,7.44,26.9391,8.2,2.0,151.0,0.181,0.079,0.44,0.09
J5,2023-08-28,24.2679,8.32,26.3795,8.14,4.5,405.0,0.239,0.189,0.635,0.11
J5,2023-09-05,23.7276,9.74,27.6168,8.17,3.0,250.0,0.087,0.089,0.108,0.079
J5,2023-09-11,25.6585,9.84,26.3767,8.25,3.0,62.6,0.276,0.136,1.173,0.045
J5,2024-06-03,21.83185,6.97,24.5947,7.99,5.0,14.1,0.19,0.31,0.2,0.09
J5,2024-06-11,20.74135,7.12,26.46355,7.79,3.5,19.3,0.277,0.106,0.838,0.047
J5,2024-06-20,23.55845,7.43,25.50925,8.15,3.0,37.0,0.242,0.045,0.322,0.019
J5,2024-06-25,23.7838,6.16,26.08175,7.94,3.0,11.8,0.16,0.095,0.74,0.09
J5,2024-07-02,23.76935,6.18,25.5677,7.75,3.0,18.3,0.17,0.089,0.28,0.09
J5,2024-07-17,26.89985,6.77,26.11955,7.96,3.5,50.2,0.351,0.104,0.916,0.019
J5,2024-07-23,25.9308,5.69,26.54945,7.88,3.0,13.9,0.303,0.205,0.738,0.019
J5,2024-07-29,25.3982,5.78,26.70595,7.77,2.5,26.4,0.341,0.317,0.801,0.081
J5,2024-08-06,27.1126,7.19,26.44805,7.93,2.0,73.8,0.32,0.132,0.916,0.055
J5,2024-08-13,24.50795,5.67,26.17215,7.67,3.5,30.8,0.303,0.526,0.894,0.119
J5,2024-08-20,24.88745,5.18,26.0789,7.76,3.0,36.0,0.364,0.498,1.124,0.143
J5,2024-08-27,23.7609,7.05,26.43655,7.97,3.0,50.6,0.265,0.251,0.705,0.143
J5,2024-09-04,22.9341,9.39,26.4707,8.19,2.5,56.1,0.193,0.09,0.986,0.222
J5,2024-09-10,21.8657,11.07,26.71725,8.41,2.0,,,,,
J5,2024-09-17,22.8419,7.72,26.64815,8.16,3.0,63.6,0.208,0.157,0.996,0.146
