Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Top Salinity  (psu),Top Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Light Trans (% transparency) Top Sample,Top Sigma-T (kg/m3),Top Fluorometer (mg/m3),"CTD (conductivity, temperature, depth profiler) PH Top Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Top Total Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Total Phosphorus(mg/L),Top Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Top Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Top Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Top Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
J1,,5/7/2019,10:24,Wet,,31,,,,,,,,,,,,,,0.7,,CALM,,1,,,7.98,,E,6,E,8,0.091,0.206,0.032,0.278,0.578,0.107,6,4.1,1.75,,2.22,8.39,,26.92,12.48,,,,,,,,,1.27,,-73.88466667,40.57333333,Permanent
J1,,5/21/2019,10:00,Dry,,34,,,,,,,,,,,,,,0.6,E,15,NW,1,,,7.99,,,5,<,1,0.085,0.181,0.032,0.497,0.658,0.019,26,2.64,1.8,,1.81,8.47,,27.38,13.93,,,,,,,,,0.63,Bottom reading at 20 ft,-73.88466667,40.57333333,Permanent
J1,,6/4/2019,9:56,Wet,,36,,,,,,,,,,,,,,0.2,W,8,W,1,,,7.89,,E,4,<,2,0.044,0.152,0.033,0.315,0.642,0.086,30,0.226,1.51,,1.86,7.52,,27.87,15.97,,,,,,,,,0.96,,-73.88466667,40.57333333,Permanent
J1,,6/18/2019,9:36,Dry,,36,,,,,,,,,,,,,,0.9,E,3,WSW,1,,,7.92,,E,8,,3,0.041,0.143,0.033,0.2,0.579,0.065,3,1.61,1.47,,1.7,7.17,,30.32,18.13,,,,,,,,,0.68,,-73.88466667,40.57333333,Permanent
J1,,7/8/2019,11:49,Dry,22.4185,37,3,28.7456,4.226151,,,85.9651,19.3591,1.7345,7.836,602.7,850.5,237.0498,235.4121,2.3,E,7,E,1,5.94,10,7.78,,,4,<,1,0.02,0.169,0.033,0.332,0.772,0.069,20,1.56,,,1.98,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,7/15/2019,11:47,Dry,25.1704,33,3,27.16115,4.2451285,8.4427,119.595,53.4591,17.3794,19.3488,8.186,1843,3711.3,173.741,166.1514,0.4,W,7,SSW,1,9.43,3.5,8.23,,,2,<,1,0.019,0.068,0.08,0.825,0.925,0.284,20,33.8,,,2.67,,,,,,,,,,,,,,Brown water,-73.88466667,40.57333333,Permanent
J1,,7/22/2019,11:46,Dry,24.4833,36,3,28.6178,4.3887625,4.8576,68.578,77.5805,18.678,4.1492,7.721,1853,3051.3,258.7478,258.9209,0.3,E,8,E,1,6.3,6.5,7.81,,,4,<,1,0.019,0.2,0.057,0.561,0.803,0.091,4,5.29,,,2.11,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,7/29/2019,11:36,Dry,26.48705,31,3,26.4453,4.252524,7.1939,103.813,44.4917,16.4466,21.1668,8.049,1858.6,3883.1,166.6707,156.0911,0.5,W,4,W,1,8.68,2.5,8.14,,,,<,1,0.019,0.068,0.084,0.674,0.141,0.226,27,43.7,,,2.58,,,,,,,,,,,,,,"No FC Short staff, Brownish water",-73.88466667,40.57333333,Permanent
J1,,8/6/2019,11:54,Dry,23.6698,35,3,29.1475,4.389421,5.0594,70.609,74.2146,19.31235,6.7198,7.871,686.28,1017.4,241.5157,239.3407,0.8,E,11,E,1,5.22,5,7.86,,,11,<,1,0.019,0.168,0.034,0.495,1.1,0.1,22,4.49,,,1.94,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,8/12/2019,11:36,Dry,24.8874,33,4,27.32235,4.243948,4.8303,68.16,53.6601,17.584,17.5182,7.702,1863.7,1122.9,219.2304,214.9074,0.3,W,12,W,1,5.71,3,7.75,,,5,<,1,0.093,0.167,0.16,0.949,1.394,0.262,10,18.8,,,2.49,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,8/19/2019,13:42,Dry,25.57345,35,3,27.8867,4.3814215,6.1355,87.833,64.0003,17.8055,16.5078,7.847,1816.2,1400.2,204.2006,198.0856,1.2,W,11,S,1,7.12,3.5,7.9,,,6,<,1,0.093,0.268,0.033,0.722,1.373,0.174,16,29.2,,,2.55,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,8/29/2019,9:09,Wet,,39,,,,,,,,,,,,,,1.1,S,8,W,1,,,7.78,,E,14,<,2,0.076,0.269,0.07,0.492,0.955,0.114,42,17,6.84,,2.2,6.27,,29.18,22.18,,,,,,,,,6.67,Bottom reading at 28ft,-73.88466667,40.57333333,Permanent
J1,,9/4/2019,11:54,Wet,22.90445,38,3,28.87525,4.285647,5.3345,73.334,75.3275,19.32265,4.8828,7.961,1954.1,3966,224.6834,216.8564,2,E,6,S,1,6.74,5.5,7.93,,,200,<,2,0.076,0.176,0.046,0.337,0.876,0.055,22,28.2,,,1.94,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,9/9/2019,11:29,Dry,21.76335,32,3,27.8608,4.053921,6.0268,80.695,66.1656,18.86695,14.2734,7.838,2278.5,4687.4,232.3247,227.9157,0.8,W,11,ESE,1,6.99,4,7.89,,,8,<,1,0.156,0.395,0.128,0.794,1.271,0.205,34,29.8,,,1.99,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,9/16/2019,12:55,Dry,22.2803,33,3,27.9613,4.1107515,2.3959,32.4,69.9341,18.8034,14.4227,7.889,705.96,832.82,192.6192,178.5068,1.2,W,8,S,1,7.02,4,7.92,,,10,<,1,0.176,0.328,0.097,2.35,1.34,0.157,11,20.6,,,2.36,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,9/23/2019,14:27,Dry,22.1334,37,3,28.14195,4.122111,9.0809,122.613,64.4665,18.9801,17.2679,8.03,1794.7,3184.6,219.0142,204.9601,1.2,E,10,S,1,9.01,3,8.11,,,5,<,1,0.162,0.209,0.041,0.608,0.838,0.098,11,31.1,,,1.98,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,9/30/2019,12:23,Dry,21.07925,38,3,28.84125,4.122659,6.6729,88.744,70.0606,19.79195,7.2018,,1632.5,2654.5,310.9968,318.8187,1.8,W,10,E,1,6.99,4.5,7.99,,,6,<,1,0.148,0.209,0.079,1.255,1.362,0.215,26,18,,,2.25,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,10/8/2019,11:25,Dry,18.7647,28.9,3,28.543,3.887622,6.7796,86.213,78.8574,20.15115,4.643,7.802,371.51,505.74,287.9931,289.8916,0.4,E,13,NE,1,6.19,6,7.83,,E,10,,1,0.205,0.574,0.107,0.731,1.74,0.155,12,4.84,,,2.28,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,10/21/2019,11:56,Wet,15.5514,34,3,29.76805,3.758822,7.3257,88.176,77.0504,21.8251,2.7444,7.954,211.22,259.06,285.0355,284.9725,1.5,E,15,NE,1,7.3,6.5,7.99,,E,6,E,24,0.155,0.252,0.037,0.518,0.876,0.085,14,8.92,,,1.91,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,10/28/2019,11:34,Wet,15.44015,31,3,28.25755,3.577508,7.6546,91.074,74.7143,20.68865,4.744,7.97,476.52,796.55,255.7131,253.9288,2,W,6,NE,1,7.92,5,7.96,,,600,,48,0.259,0.377,0.063,0.592,0.984,0.114,6,3.83,,,2.2,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,11/20/2019,10:49,Wet,8.78215,32,3,28.7735,3.09624,9.0706,93.999,74.5634,22.2789,2.0793,8.069,645.95,1162.9,131.7092,121.1703,1.5,E,12,NW,1,9.08,3.5,8.05,,E,10,E,2,0.312,0.31,0.059,0.45,1.072,0.09,22,2.16,,,2.12,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,12/16/2019,11:03,Wet,8.14075,32,3,27.09575,2.884333,9.0416,91.355,63.9328,21.0552,2.017,8.082,162.28,238.83,301.441,300.6868,0.3,N,2,SE,1,9.18,3,8.08,,,46,E,6,0.198,0.202,0.051,0.355,1.29,0.071,22,1.55,,,1.8,,,,,,,,,,,,,,,-73.88466667,40.57333333,Permanent
J1,,1/6/2020,10:56,Wet,5.35,28,3,26.69,2.64,10.27,96.9,71.4,21.06,5.79,8.07,459,740,2.01E+02,1.98E+02,0.3,SW,12,W,1,10.21,4.5,8.05,,,44,E,16,0.406,0.272,0.055,0.513,1.475,0.113,9,9,,,2.15,,,,,,,,,,,,,,Swell,-73.88467,40.57333,Permanent
J1,,2/3/2020,10:53,Wet,4.98,32,3,27.85,2.7,10.88,102.5,,22.02,9.22,,,,,,0.9,E,4,W,1,11.26,5,8.25,,E,26,<,2,0.265,0.124,0.044,0.359,0.246,0.105,30,19.8,,,2.06,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,3/17/2020,10:44,Wet,8.02,29,3,28.4,3,6.33,64.4,,22.09,6.08,,,,,,0.2,W,8,E,1,8.32,5,8.08,,E,8,<,2,0.091,0.3,0.062,0.761,0.451,0.083,9,5.46,,,2.29,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,6/1/2020,11:08,Dry,18.86,27,3,27.19,3.7,8.08,102.2,,19.1,2.21,,,,,,0.2,W,13,NW,1,9.34,4,8.34,,,4,E,2,0.019,0.045,0.077,0.52,0.801,0.144,20,13.5,,,3.02,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,6/15/2020,10:50,Dry,20.34,28,3,28.26,4,8.96,117.1,,19.54,14.8,,,,,,0.4,W,9,NE,1,9.9,3.5,8.25,,,1,<,1,0.019,0.045,0.127,0.719,0.508,0.195,10,25.8,,,3.3,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,6/29/2020,10:44,Wet,24.38,30,3,28.25,4.3,5.43,76.3,,18.43,7.43,,,,,,1.5,E,10,NW,1,5.95,4.5,7.98,,,104,<,2,0.03,0.072,0.184,0.582,0.805,0.193,9,21.5,,,2.48,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,7/13/2020,10:46,Dry,26.02,29,3,28.1,4.5,5.12,74,,17.83,9.12,,,,,,0.6,E,6,W,1,5.84,4,7.72,,,,<,1,0.095,0.166,0.184,0.946,1.486,0.233,30,29.4,,,2.58,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,7/27/2020,10:33,Dry,25.35,30,3,28.51,4.5,4.72,67.5,,18.34,8.17,,,,,,1.5,E,7,W,1,5.28,4,7.79,,E,18,<,1,0.058,0.149,0.122,1.087,1.198,0.142,7,10.4,,,2.32,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,8/10/2020,11:23,Dry,24.6,31,3,27.98,4.3,6.71,94.5,,18.16,8.24,,,,,,1.5,E,3,W,1,7.43,3,7.97,,,9,<,1,0.051,0.057,0.033,0.6,0.596,0.174,24,69.2,,,2.47,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,8/19/2020,11:19,Wet,24.17,30,3,28.25,4.3,4.96,69.4,,18.49,13.61,,,,,,1.8,W,12,E,1,5.42,3.5,7.82,,E,28,<,2,0.04,0.31,0.113,0.69,0.833,0.172,13,11.4,,,2.42,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,8/24/2020,10:43,Dry,24.37,31,4,29.25,4.5,6.29,88.9,,19.19,4.16,,,,,,1.5,E,6,SW,1,7.4,2.5,8.01,,,114,<,1,0.058,0.089,0.033,0.705,0.572,0.073,29,17.7,,,2.22,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,8/31/2020,10:58,Dry,23.51,27,5,8.67,1.4,7.54,93,,3.95,0.92,,,,,,1.2,W,9,E,1,6.44,4,7.92,,,21,<,1,0.092,0.202,0.097,0.614,0.678,0.165,24,21.6,,,2.62,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,9/24/2020,11:17,Dry,18.93,34,3,29.13,4,6.18,79.1,,20.56,,,,,,,0.8,E,6,W,1,7.87,5,7.96,,,9,<,1,0.112,0.268,0.054,0.601,0.959,0.12,6,11.6,,,2.62,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,9/28/2020,11:11,Dry,20.32,30,5,28.6,4,7.51,98.3,,19.8,7.2,,,,,,1,W,12,S,1,8.24,5.5,8,,,6,<,1,0.161,0.26,0.118,0.656,1.082,0.186,20,15.5,,,2.59,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,10/14/2020,10:40,Wet,15.78,34,4,28.5,3.6,7.7,92.4,,20.81,3.98,,,,,,2,W,15,W,1,7.81,5,8.03,,,60,<,2,0.162,0.166,0.097,0.506,0.873,0.119,17,16.3,,,2.5,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,10/19/2020,11:07,Dry,15.79,35,5,30.87,3.9,7.45,90.7,,22.62,5.25,,,,,,0.3,W,14,E,1,7.78,4,8.03,,,1450,<,1,0.101,0.244,,0.482,0.83,0.071,7,12.1,,,1.85,,,,,,,,,,,,,,"OP result  > TP - TP was confirmed with coistency. Therefore, OP data is questionable.",-73.88467,40.57333,Permanent
J1,,10/28/2020,10:56,Dry,15.63,29,4,28.62,3.6,7.01,83.9,,20.93,3.31,,,,,,1.1,W,2,NE,1,6.98,7.5,7.86,,,7,<,1,0.192,0.277,0.094,0.602,1.442,0.156,4,7.17,,,2.54,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,11/6/2020,10:26,Dry,12.98,39,4,28.73,3.4,8.14,92.4,,21.55,4.61,,,,,,0.9,NE,4.3,W,1,8.12,7.5,7.94,,,6,<,1,0.228,0.252,,0.579,1.168,0.116,11,8.72,,,1.89,,,,,,,,,,,,,,,-73.88467,40.57333,Permanent
J1,,12/15/2020,10:13,Dry,,35,,,,,,,,,,,,,,2,W,11,W,2,,,7.81,,,7,,17,0.188,0.293,0.039,0.592,0.868,0.126,10,1.8,1.63,,1.53,9.35,,32.26,9.15,,,,,,,,,2.13,,-73.88467,40.57333,Permanent
J1,,1/20/2021,10:43,D,,36,,,,,,,,,,,,,,1.3,E,8,W,1,,,8.19,,,2,E,4,0.113,0.075,0.033,0.487,0.07,0.053,25,45.5,31.12,,1.85,12.09,,27.69,5.02,,,,,,,,,2.93,,,,Permanent
J1,,2/11/2021,9:33,W,,34.5,,,,,,,,,,,,,,1.6,W,10,NE,1,,,8.07,,E,20,E,32,0.051,0.086,0.033,0.54,0.078,0.079,16,10.9,20.31,,1.62,12.26,,30.5,2.03,,,,,,,,,2.1,,,,Permanent
J1,,3/3/2021,9:56,D,,30,,,,,,,,,,,,,,1,E,13,W,1,,,8.08,,,3,<,1,0.051,0.105,0.033,0.625,0.078,0.06,18,28,9.03,,1.65,11.34,,32.76,3.41,,,,,,,,,3.11,,,,Permanent
J1,,4/14/2021,10:06,W,,39,,,,,,,,,,,,,,0.4,E,6,W,1,,,7.95,,E,6,<,2,0.111,0.206,0.033,0.488,0.904,0.074,47,10.8,9.5,,1.9,9.63,,29.17,10.19,,,,,,,,,1.97,,,,Permanent
J1,,5/11/2021,9:25,W,,28,,,,,,,,,,,,,,0.3,W,11,WNW,1,,,,,E,4,<,2,0.129,0.441,0.041,0.519,0.626,0.069,20,1.2,0.2,,1.85,8.2,,29.97,12.56,,,,,,,,,1.38,"pH sensor malfunction,result was very low. Construction on the bridge",,,Permanent
J1,,6/9/2021,9:53,W,,32.5,,,,,,,,,,,,,,0.9,SW,3,SW,1,,,7.69,,,460,E,32,0.064,0.168,0.106,0.517,1.37,0.176,27,10.7,3.24,,2.02,6.94,,31.36,19.92,,,,,,,,,1.54,,,,Permanent
J1,,7/13/2021,9:53,W,,35,,,,,,,,,,,,,,0.9,E,6,NE,2,,,7.7,,,270,E,2,0.045,0.07,0.05,0.561,1,0.141,6,32,1.16,,1.98,5.27,,32.68,27.54,,,,,,,,,0.54,,,,Permanent
J1,,7/21/2021,11:06,D,25.96,33,3,27.45,4.35,6.13,88.2,2,17.36,9.26,7.93,1780,1561,1.95E+02,1.95E+02,2,W,2,S,1,5.92,4,7.96,,,7,<,1,0.042,0.152,0.109,0.571,0.899,0.243,39,24.2,,,2.73,,,,,,,,,,,,,,,,,Permanent
J1,,7/26/2021,16:39,D,25.28,33,3,27.61,4.32,7.05,100.3,67.5,17.69,15.08,7.95,765,581,2.43E+02,2.46E+02,0.5,SW,7,SW,1,6.12,3,7.97,,,22,<,1,0.053,0.186,0.158,0.571,1.7,0.221,27,30.8,,,3.03,,,,,,,,,,,,,,,,,Permanent
J1,,8/2/2021,10:56,D,23.22,33,3,27.94,4.19,7,96.2,67.6,18.53,11.89,8.03,1890,1849,2.25E+02,2.26E+02,0.5,W,10,W,1,7.14,4,7.99,,,66,<,1,0.022,0.084,0.119,0.528,1,0.237,6,39.7,,,2.55,,,,,,,,,,,,,,,,,Permanent
J1,,8/9/2021,11:32,W,23,33,3,27.69,4.14,5.45,74.6,78.5,18.4,4.4,7.8,987,799,2.32E+02,2.30E+02,2,W,8,N,1,6.58,4.5,7.84,,,42,E,8,0.053,0.214,,0.74,1.326,,33,5.9,,,2.58,,,,,,,,,,,,,,"OP result  > TP .  Holding time exceeded before confirmation TP, noticed during final review.  Therefore, OP/TP data are questionable.",40.57341,-73.88329,Permanent
J1,,8/25/2021,12:10,D,24.11,34,3,27.04,4.14,4.4,61.1,79.5,17.6,2.44,7.75,1842,2790,1.89E+02,1.92E+02,0.2,W,5,SW,1,5,5.5,7.59,,,,,1,0.098,0.322,0.107,0.566,1.065,0.183,15,2.3,,,2.22,,,,,,,,,,,,,,,40.57282,-73.88573,Permanent
J1,,8/30/2021,10:49,W,23.56,38,3,26.88,4.0731045,5.41,74.3,78.393,17.63,5.81,7.84,716,575,2.08E+02,205.541,1.5,E,4,W,1,6.97,5.5,7.75,,,,E,4,0.125,0.328,0.117,0.703,1.57,0.189,9,5.288,,,2.5,,,,,,,,,,,,,,Chlorophyll green water,40.57366,-73.88265,Permanent
J1,,9/9/2021,11:00,W,22.08,36,3,28.66,4.185515,5.84,79,79.8982,19.39,3.88,8.18,228,167,2.22E+02,224.6349,0.2,E,5,NW,1,7.97,6,7.88,,E,8,E,2,0.086,0.184,0.044,0.476,1.03,0.094,24,12,,,2.06,,,,,,,,,,,,,,,40.5729,-73.88668,Permanent
J1,,9/13/2021,10:40,D,21.74,37,3,27.89,4.06,5.72,76.6,80.1,18.89,2.4,8.12,1706,1897,1.40E+02,1.30E+02,1.6,E,6,NW,1,6.19,5.5,7.87,,,7,,1,0.131,0.272,0.096,0.627,1.46,0.117,51,20.8,,,2.36,,,,,,,,,,,,,,,40.57374,-73.88278,Permanent
J1,,9/21/2021,11:56,D,22.68,33,3,27.44,4.08,6.25,84.9,78.2,18.3,5.64,8.34,1862,2823,1.68E+02,1.69E+02,1.5,W,8,E,1,7.39,5,7.89,,E,6,<,1,0.136,0.213,0.068,0.558,1.425,0.171,18,8.4,,,2.34,,,,,,,,,,,,,,,40.57252,-73.88697,Permanent
J1,,9/27/2021,11:03,D,21.49,37,3,25.95,3.78,6.36,83.8,84,17.49,2.78,8.35,1827,1816,1.61E+02,150.859,1.2,E,17,W,1,6.93,8,7.92,,,17,<,1,0.184,0.278,0.049,0.603,1.515,0.161,4,11.3,,,2.51,,,,,,,,,,,,,,,40.57276,-73.88246,Permanent
J1,,10/4/2021,11:00,D,20.27,27,3,27.31,3.8590335,6.67,86.6,80.1869,18.84,6.69,8.39,552,660,1.60E+02,159.5684,1.8,W,11,E,1,7.57,6,7.85,,,4,,1,0.176,0.196,0.091,0.533,1.273,0.149,31,16.4,,,2.47,,,,,,,,,,,,,,,40.57318,-73.88561,Permanent
J1,,10/13/2021,10:35,,19.84,35,3,28.3,3.95,6.21,80.5,83.8,19.7,2.52,8.37,397,423,1.52E+02,1.52E+02,1.2,E,6,E,1,7.01,7.5,7.72,,,,,,,,,,1.536,,11,,,,,,,,,,,,,,,,,,"Processing Lab in transition. No bacterial results, due to shortage of supplies from MicroLab, Only TSS was collected",40.57376,-73.88309,Permanent
J1,,10/20/2021,11:35,D,17.16,35,3,28.23,3.72,6.67,82.1,82.9,20.29,1.95,8.46,326,1651,1.21E+02,1.16E+02,1.4,E,10,W,1,7.63,6,7.87,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Processing Lab in transition, no nutrients was processed due to shortage of supplies from MicroLab",40.57214,-73.88726,Permanent
J1,,11/9/2021,10:32,D,14.8,33.8,3,28.16,3.513799,6.77,79.5,79.5887,20.75,1.43,8.56,1556,1911,1.10E+02,106.5811,0.8,E,8,W,1,7.38,6,7.94,,,4,,1,0.166,0.207,0.033,0.324,1.345,0.053,6,1.72,,,2.11,,,,,,,,,,,,,,,40.574,-73.88476,Permanent
J1,,12/8/2021,11:04,D,11.12,39,3,31.44,3.56,7.56,83.8,74.9,23.98,1.41,8.65,286,206,1.73E+02,1.74E+02,0.2,E,10,NE,1,8.83,5,8.01,,,5,,1,0.128,0.201,0.05,0.457,0.92,0.078,18,2.3,,,1.81,,,,,,,,,,,,,,,40.5734,-73.88444,Permanent
J1,,1/24/2022,11:54,D,4.03,34,3,29.93,2.83,5.62,52.5,76,23.75,1.41,,815,574,,,0.6,E,11,N,1,11.21,5,7.96,,,2,E,2,0.182,0.176,0.033,0.449,0.777,0.065,8,3.3,,,1.86,,,,,,,,,,,,,,,-73.88271,40.57398,Permanent
J1,,2/15/2022,11:08,W,2.43,33,3,28.61,2.6,9.3,82.7,61.8,22.83,13.87,,1776,2553,,,1.4,W,7.4,W,1,13.9,4,8.55,,E,2,<,2,0.019,0.178,0.033,0.56,0.078,0.053,23,71.4,,,2.25,,,,,,,,,,,,,,,-73.88372,40.57354,Permanent
J1,,3/7/2022,11:52,W,5.8,34,3,29.97,2.97,10.59,103.3,82.2,23.6,1.3,,1619,1450,,,0.2,E,11,S,1,14.89,5,8.17,,E,22,E,2,0.041,0.131,0.033,0.435,0.133,0.053,20,11.8,,,2.08,,,,,,,,,,,,,,,,,Permanent
J1,,4/25/2022,11:21,,11.67,29,3,26.74,3.11,8.64,94.1,76.9,20.24,2.09,,,1552,,,0.2,E,5,E,1,11.57,5.5,7.51,,,,,,0.144,0.178,0.072,0.874,0.92,0.151,20,4.2,,,2.22,,,,,,,,,,,,,,,,,Permanent
J1,,5/3/2022,11:50,,11.65,32,3,27.86,3.23,8.45,92.7,81.4,21.11,1.08,,1908,2652,,,0.8,W,6,E,1,9.72,9,7.92,,,,,,0.127,0.136,0.047,0.542,0.773,0.098,25,4,,,2.25,,,,,,,,,,,,,,,-73.88648,40.57296,Permanent
J1,,5/11/2022,10:38,,12.09,31,3,26.92,3.17,8.34,91.8,75.9,20.31,1.67,,1996,2489,,,0.8,W,22,NE,2,9.47,5,7.96,,,9,<,1,0.167,0.295,0.076,0.756,1.016,0.133,12,2.6,,,2.37,,,,,,,,,,,,,,"Windy, choppy",-73.88624,40.57256,Permanent
J1,,5/18/2022,11:20,,14.2,43,3,29.56,3.62,7.76,90.8,77.7,21.95,2.03,7.93,1300,1110,,,0.5,W,11,NW,1,10.92,4.5,7.9,,,6,,2,0.066,0.111,0.033,0.415,0.488,0.053,38,6,,,1.85,,,,,,,,,,,,,,,-73.88646,40.57155,Permanent
J1,,5/23/2022,10:47,,18.35,29,3,27.37,3.71,7.24,90.7,76.5,19.36,2.47,7.87,1910,1016,,,0.4,W,19,N,1,7.82,4.5,7.71,,,8,<,1,0.158,0.181,0.04,0.549,1.162,0.123,13,4.4,,,2.31,,,,,,,,,,,,,,,-73.88251,40.5741,Permanent
J1,,5/31/2022,11:14,,19.422,37,3,28.87495,3.9844295,7.9705,102.86,78.5126,20.2424,4.8116,7.976,1929.2,1322.4,-420.9546,-433.3725,1,W,16,NW,1,11.15,4.5,8.13,,,3,<,1,0.077,0.051,0.048,0.554,0.5,0.098,21,12.4,,,2.53,,,,,,,,,,,,,,,-73.88689,40.57223,Permanent
J1,,6/6/2022,10:59,,20.55,33,3,28.1,3.98,7.89,103.5,75.1,19.37,6.66,8.15,1876,2530,-4.00E+02,-4.04E+02,1.4,E,9,W,1,10.39,5,8.08,,,3,<,1,0.019,0.239,0.033,1.522,0.269,0.236,17,31.4,,,2.12,,,,,,,,,,,,,,,-73.88358,40.5747,Permanent
J1,,6/13/2022,11:27,,22.04,30,3,27.5,4.03,8.26,111.2,69.2,18.52,9.94,8.29,2106,2111,-3.96E+02,-3.99E+02,1.6,W,9,S,1,9.29,4,8.18,,,2,<,1,0.037,0.105,0.075,0.952,0.078,0.27,16,34.5,,,2.66,,,,,,,,,,,,,,Murky green water,-73.88612,40.57286,Permanent
J1,,6/21/2022,11:02,,19.02,28,3,28.86,3.95,6.94,88.8,78.5,20.33,5.21,7.91,1171,1430,-4.10E+02,-4.13E+02,0.9,E,3.5,S,1,7.7,5,7.85,,,1,<,1,0.046,0.106,0.066,0.557,0.838,0.151,25,15.2,,,2.79,,,,,,,,,,,,,,,-73.88198,40.57386,Permanent
J1,,6/28/2022,11:32,,21.4,28,3,28.58,4.12,6.36,84.9,71.9,19.51,7.33,7.9,1848,2653,-4.30E+02,-4.33E+02,1.1,W,4,W,1,7.73,4,7.87,,<,2,<,2,0.071,0.225,0.059,0.933,0.966,0.209,13,12.4,,,2.6,,,,,,,,,,,,,,Chlorohpyll green water,-73.88686,40.57364,Permanent
J1,,7/11/2022,10:55,,24.01,31,3,28.62,4.35,5.8,81.2,67.7,18.82,7.86,7.97,1883,958,-4.11E+02,-4.14E+02,1.2,W,5,S,1,7.33,3.5,7.93,,,6,<,1,0.02,0.048,0.098,0.62,0.947,0.234,41,14.2,,,2.89,,,,,,,,,,,,,,,-73.88618,40.5729,Permanent
J1,,7/19/2022,11:36,,24.68,36,3,30.34,4.64,5.28,75.5,75.6,19.92,4.97,7.97,1914,1946,-4.09E+02,-4.13E+02,1.4,E,5,W,1,6.56,4,7.9,,E,28,<,2,0.036,0.214,0.035,0.656,0.949,0.155,14,16.44,,,2.21,,,,,,,,,,,,,,Chlorohpyll green water,-73.88323,40.57372,Permanent
